"hour","age1","age2","age3","age4"
"4am",-0.0601727709573929,0.101007834015206,0.396021583410508,0.167182807991604
"5am",-0.0500722279282536,0.0907437650546623,0.378639289319913,0.157783303235539
"6am",-0.0184714029522892,0.0434111513964561,0.286061626322152,0.102594379011999
"7am",0.018203974109032,0.0119128530296382,0.0682974103543769,-0.156325807143473
"8am",0.0725630224445869,-0.0581377660827441,0.112951878968112,-0.137739762836723
"9am",0.0469949753005313,-0.011808348942313,0.147841536309594,-0.110202642828603
"10am",0.0699298453241045,-0.0424287023039284,0.132594461361839,-0.101870568734836
"11am",0.0736627307983783,0.0332206469426576,0.124004674244738,-0.080050681418376
"12am",0.095742853745362,0.0126663838603497,0.168766144287321,-0.0562938559224461
"1pm",0.0826075278998198,-0.0924162289256757,0.177063615731052,-0.0564310571929435
"2pm",0.0892677108031277,-0.0956542522747431,0.241583698805248,-0.0477827931035675
"3pm",0.0672793323760141,0.00949326511955468,0.150224343215089,-0.10169269780937
"4pm",0.0305782192523698,0.029080448876476,0.130809996277176,-0.158483626589789
"5pm",0.0775794604980308,0.117219560770194,0.327461689259791,-0.0402729708921675
"6pm",0.0851431708714401,0.116926700197018,0.381649355934952,0.0167736619367322
"7pm",0.0340011271156881,0.143959234664904,0.382209829358586,0.0187457342163486
"8pm",0.0611642407604399,0.111669244646487,0.418398116045201,0.061673517706182
"9pm",0.0171663631161092,0.0797237267618791,0.394440055473227,0.0909523862687187
"10pm",-0.026475031670433,0.0666080283880628,0.414801368252738,0.119419230323032
"11pm",-0.00125002695173075,0.0541300389663998,0.427236452303504,0.143555302783716
"12pm",-0.0169198402013745,0.0541777367273269,0.429982845828113,0.158161934089101
"1am",-0.0248626495481806,0.0513429306645333,0.434802688773665,0.160207152630344
"2am",-0.0210585525632966,0.0429732279738664,0.434038431322173,0.16297839186626
"3am",-0.025165982998378,0.0432199108521033,0.431365436971446,0.164563119011388
